timestamp,ret_1,ret_5,ret_15,ma_20,vol_20,z_ret_20,close,y_ret_H
2025-08-14 02:49:00+00:00,0.022062134173795656,0.022062134173795656,0.022062134173795656,4446.9,0.004933243174132825,4.2485291572496005,4540.0,0.0035242290748898064
2025-08-14 02:50:00+00:00,-0.0004405286343612813,0.021611886537595604,0.021611886537595604,4451.7,0.004939407265074314,-0.3080549607828516,4538.0,0.002203613926839987
2025-08-14 02:51:00+00:00,0.0008814455707359947,0.022512381809995485,0.022512381809995485,4456.7,0.004933182012555798,-0.04940157978202456,4542.0,0.002862175253192323
2025-08-14 02:52:00+00:00,0.00022016732716867438,0.0227375056280954,0.0227375056280954,4461.75,0.004930784163742303,-0.18577036923130472,4543.0,0.0022011886418666915
2025-08-14 02:53:00+00:00,0.0013207131851200593,0.02408824853669511,0.02408824853669511,4467.1,0.0049236058708101785,0.024071098927665048,4549.0,0.0021982853374367117
2025-08-14 02:54:00+00:00,0.0015387997362057426,0.0035242290748898064,0.02566411526339496,4472.8,0.004915847790475816,0.05282164528681776,4556.0,0.0004389815627743321
2025-08-14 02:55:00+00:00,-0.0017559262510974394,0.002203613926839987,0.023863124718595197,4478.1,0.004955416401800671,-0.5947565789637475,4548.0,0.0010993843447668628
2025-08-14 02:56:00+00:00,0.0015391380826736967,0.002862175253192323,0.025438991445294823,4483.75,0.004947886880233646,0.05473870557623826,4555.0,-0.0013172338090010616
2025-08-14 02:57:00+00:00,-0.0004390779363336872,0.0022011886418666915,0.024988743809094993,4489.3,0.004954779827141697,-0.3401606646165225,4553.0,-0.00021963540522729197
2025-08-14 02:58:00+00:00,0.0013178124313639739,0.0021982853374367117,0.026339486717694705,4495.15,0.004946087898036434,0.0011278705949846,4559.0,-0.00109673173941649
2025-08-14 02:59:00+00:00,-0.0002193463478833424,0.0004389815627743321,0.02611436289959479,4500.95,0.004949392833610073,-0.3072322132982954,4558.0,-0.0010969723562965772
2025-08-14 03:00:00+00:00,-0.0010969723562965772,0.0010993843447668628,0.024988743809094993,4506.5,0.004970605103709504,-0.4714497041018821,4553.0,0.00021963540522729197
2025-08-14 03:01:00+00:00,-0.0008785416209092789,-0.0013172338090010616,0.02408824853669511,4511.85,0.004986057880386428,-0.41737030312153234,4549.0,0.0006594856012309691
2025-08-14 03:02:00+00:00,0.0006594856012309691,-0.00021963540522729197,0.02476361999099508,4517.35,0.004979863742132438,-0.11566170816413693,4552.0,0.0002196836555359294
2025-08-14 03:03:00+00:00,0.0004393673110720808,-0.00109673173941649,0.025213867627194908,4522.95,0.004975093547738179,-0.16443232568442814,4554.0,-0.0006587615283267789
2025-08-14 03:04:00+00:00,-0.0002195871761089263,-0.0010969723562965772,0.00286343612334794,4528.5,0.004978255879937397,-0.29448894678876525,4553.0,-0.0013178124313639739
2025-08-14 03:05:00+00:00,0.00021963540522729197,0.00021963540522729197,0.003525782282943979,4534.1,0.004975603096559621,-0.20857783462882623,4554.0,-0.002854633289415931
2025-08-14 03:06:00+00:00,-0.0004391743522178526,0.0006594856012309691,0.0022016732716865217,4539.6,0.004982409029127792,-0.336112822110131,4552.0,-0.001098418277680091
2025-08-14 03:07:00+00:00,0.0002196836555359294,0.0002196836555359294,0.0022011886418666915,4545.15,0.004979783415823459,-0.20618923534857517,4553.0,-0.0013178124313639739
2025-08-14 03:08:00+00:00,-0.00043927081045469496,-0.0006587615283267789,0.00043965706748738675,4550.6,0.004986534465910517,-0.33365229330150603,4551.0,-0.0008789277081959757
2025-08-14 03:09:00+00:00,-0.0008789277081959757,-0.0013178124313639739,-0.0019754170324846054,4550.95,0.000927580017949885,-1.0310403903843195,4547.0,0.00021992522542335635
2025-08-14 03:10:00+00:00,-0.0013195513525401381,-0.002854633289415931,-0.0015391380826736967,4551.1,0.00097312185505254,-1.3904167964472554,4541.0,0.0035234529839243134
2025-08-14 03:11:00+00:00,0.0013212948689715898,-0.001098418277680091,-0.0017563117453347488,4551.35,0.0009979477079150674,1.2684119361219222,4547.0,0.0015394765779634945
2025-08-14 03:12:00+00:00,0.0,-0.0013178124313639739,-0.0013178124313639739,4551.55,0.0009972495870424437,-0.044600387752557716,4547.0,0.0010996261271167818
2025-08-14 03:13:00+00:00,0.0,-0.0008789277081959757,-0.0026321561745996647,4551.45,0.0009509445490772333,0.022670029507767905,4547.0,0.0015394765779634945
2025-08-14 03:14:00+00:00,0.00021992522542335635,0.00021992522542335635,-0.0021939447125932654,4551.05,0.0008801387962641796,0.34929364920079187,4548.0,0.0015391380826736967
2025-08-14 03:15:00+00:00,0.0019788918205805306,0.0035234529839243134,0.0008785416209093899,4551.5,0.00090341864926139,2.080599714274589,4557.0,-0.0013166556945358732
2025-08-14 03:16:00+00:00,-0.0006583278472679366,0.0015394765779634945,0.0010991426687183559,4551.45,0.0008512002744364653,-0.7609182084164694,4554.0,-0.0002195871761089263
2025-08-14 03:17:00+00:00,-0.0004391743522178526,0.0010996261271167818,0.0,4551.4,0.0008512028289190227,-0.5034469546203514,4552.0,-0.0002196836555360404
